Ids,Labels,token,year,month,date,hour
2e69e8e74_2020-09-05_11,True,2e69e8e74,2020,09,05,11
2e698c2dc_2020-10-20_17,False,2e698c2dc,2020,10,20,17
2e699ab84_2020-10-26_18,False,2e699ab84,2020,10,26,18
2e68e8c8c_2020-10-19_10,True,2e68e8c8c,2020,10,19,10
2e68e668c_2020-11-15_15,True,2e68e668c,2020,11,15,15
2e6993184_2020-10-11_18,True,2e6993184,2020,10,11,18
2e69e8844_2020-11-16_15,False,2e69e8844,2020,11,16,15
2e69ecabc_2020-10-17_14,True,2e69ecabc,2020,10,17,14
2e69c47dc_2020-09-24_7,False,2e69c47dc,2020,09,24,7
2e698f064_2020-11-22_11,True,2e698f064,2020,11,22,11
2e69923fc_2020-10-07_11,False,2e69923fc,2020,10,07,11
2e68e6f8c_2020-09-19_9,False,2e68e6f8c,2020,09,19,9
2e68e6484_2020-09-01_6,False,2e68e6484,2020,09,01,6
2e68e63b4_2020-09-19_21,False,2e68e63b4,2020,09,19,21
2e69ebc44_2020-09-24_17,True,2e69ebc44,2020,09,24,17
2e698d86c_2020-11-03_17,False,2e698d86c,2020,11,03,17
2e69920cc_2020-10-26_10,True,2e69920cc,2020,10,26,10
2e698dce4_2020-10-21_15,True,2e698dce4,2020,10,21,15
2e6993b74_2020-10-05_17,False,2e6993b74,2020,10,05,17
2e69e8844_2020-10-30_14,False,2e69e8844,2020,10,30,14
2e698c1dc_2020-11-07_19,True,2e698c1dc,2020,11,07,19
2e699355c_2020-09-25_14,True,2e699355c,2020,09,25,14
2e68e899c_2020-09-14_9,False,2e68e899c,2020,09,14,9
2e68e720c_2020-11-07_19,True,2e68e720c,2020,11,07,19
2e698fbac_2020-11-07_18,True,2e698fbac,2020,11,07,18
2e6992afc_2020-10-21_10,False,2e6992afc,2020,10,21,10
2e68ef524_2020-11-06_18,True,2e68ef524,2020,11,06,18
2e698d80c_2020-09-11_20,False,2e698d80c,2020,09,11,20
2e69c4884_2020-09-23_17,True,2e69c4884,2020,09,23,17
2e699ae74_2020-09-30_7,False,2e699ae74,2020,09,30,7
2e68e67f4_2020-11-14_13,True,2e68e67f4,2020,11,14,13
2e69ebe3c_2020-10-27_17,True,2e69ebe3c,2020,10,27,17
2e68e64ac_2020-10-30_18,True,2e68e64ac,2020,10,30,18
2e68e6f34_2020-11-11_17,True,2e68e6f34,2020,11,11,17
2e69eadf4_2020-10-26_18,True,2e69eadf4,2020,10,26,18
2e69eec6c_2020-11-05_7,False,2e69eec6c,2020,11,05,7
2e69e884c_2020-11-14_15,True,2e69e884c,2020,11,14,15
2e68e6844_2020-10-31_19,True,2e68e6844,2020,10,31,19
2e6992384_2020-10-31_14,True,2e6992384,2020,10,31,14
2e68dd474_2020-11-21_18,False,2e68dd474,2020,11,21,18
2e69924ac_2020-10-20_18,False,2e69924ac,2020,10,20,18
2e69eea5c_2020-10-14_18,True,2e69eea5c,2020,10,14,18
2e68e6d0c_2020-10-30_14,True,2e68e6d0c,2020,10,30,14
2e69e8e84_2020-10-03_15,True,2e69e8e84,2020,10,03,15
2e69c435c_2020-11-04_12,True,2e69c435c,2020,11,04,12
2e68e8684_2020-10-27_7,True,2e68e8684,2020,10,27,7
2e69e87dc_2020-10-23_18,True,2e69e87dc,2020,10,23,18
2e69e920c_2020-10-13_16,True,2e69e920c,2020,10,13,16
2e69e9394_2020-10-28_17,False,2e69e9394,2020,10,28,17
2e68e6434_2020-11-07_13,True,2e68e6434,2020,11,07,13
2e69c46ec_2020-11-17_17,True,2e69c46ec,2020,11,17,17
2e69eb7f4_2020-11-08_19,True,2e69eb7f4,2020,11,08,19
2e69c4254_2020-10-29_15,True,2e69c4254,2020,10,29,15
2e69c48f4_2020-11-08_12,True,2e69c48f4,2020,11,08,12
2e69eb7fc_2020-11-09_8,True,2e69eb7fc,2020,11,09,8
2e68e6254_2020-09-30_2,False,2e68e6254,2020,09,30,2
2e69e9204_2020-10-13_16,True,2e69e9204,2020,10,13,16
2e698c23c_2020-09-23_18,True,2e698c23c,2020,09,23,18
2e68e6b14_2020-10-29_14,True,2e68e6b14,2020,10,29,14
2e68e7bac_2020-10-10_14,True,2e68e7bac,2020,10,10,14
2e6992714_2020-09-03_11,True,2e6992714,2020,09,03,11
2e699a664_2020-10-28_16,True,2e699a664,2020,10,28,16
2e69e946c_2020-10-17_19,True,2e69e946c,2020,10,17,19
2e69e924c_2020-10-27_20,True,2e69e924c,2020,10,27,20
2e698c00c_2020-11-18_17,False,2e698c00c,2020,11,18,17
2e68e85e4_2020-09-02_16,True,2e68e85e4,2020,09,02,16
2e698bdac_2020-11-13_18,True,2e698bdac,2020,11,13,18
2e698a11c_2020-10-14_20,True,2e698a11c,2020,10,14,20
2e68e6ee4_2020-10-30_18,True,2e68e6ee4,2020,10,30,18
2e6992d0c_2020-11-10_18,True,2e6992d0c,2020,11,10,18
2e698df4c_2020-10-16_17,True,2e698df4c,2020,10,16,17
2e699212c_2020-11-02_16,True,2e699212c,2020,11,02,16
2e69eea34_2020-11-12_18,True,2e69eea34,2020,11,12,18
2e69c4424_2020-09-12_16,True,2e69c4424,2020,09,12,16
2e69ee5ac_2020-09-26_15,False,2e69ee5ac,2020,09,26,15
2e68e637c_2020-10-10_11,False,2e68e637c,2020,10,10,11
2e699287c_2020-11-17_22,True,2e699287c,2020,11,17,22
2e698f064_2020-11-22_10,False,2e698f064,2020,11,22,10
2e6992bd4_2020-10-10_14,True,2e6992bd4,2020,10,10,14
2e69c47ac_2020-11-18_12,True,2e69c47ac,2020,11,18,12
2e6994a84_2020-09-28_12,True,2e6994a84,2020,09,28,12
2e69c8eec_2020-11-13_8,True,2e69c8eec,2020,11,13,8
2e69c5e14_2020-10-15_17,True,2e69c5e14,2020,10,15,17
2e68e7fbc_2020-10-08_8,True,2e68e7fbc,2020,10,08,8
2e69eb264_2020-10-13_11,True,2e69eb264,2020,10,13,11
2e68e65ec_2020-09-15_17,True,2e68e65ec,2020,09,15,17
2e68e6cac_2020-11-08_11,False,2e68e6cac,2020,11,08,11
2e68e6d14_2020-11-15_16,True,2e68e6d14,2020,11,15,16
2e68e625c_2020-09-21_21,False,2e68e625c,2020,09,21,21
2e69e8e9c_2020-10-03_17,True,2e69e8e9c,2020,10,03,17
2e69ef2ac_2020-10-16_16,True,2e69ef2ac,2020,10,16,16
2e699288c_2020-09-12_10,True,2e699288c,2020,09,12,10
2e698936c_2020-10-10_13,False,2e698936c,2020,10,10,13
2e69e8844_2020-10-01_13,True,2e69e8844,2020,10,01,13
2e69ecbd4_2020-11-09_17,True,2e69ecbd4,2020,11,09,17
2e6a20e8c_2020-10-24_14,False,2e6a20e8c,2020,10,24,14
2e68e64e4_2020-10-17_20,True,2e68e64e4,2020,10,17,20
2e68e86b4_2020-11-11_12,True,2e68e86b4,2020,11,11,12
2e68e6544_2020-09-26_21,True,2e68e6544,2020,09,26,21
2e69e8dfc_2020-10-25_17,True,2e69e8dfc,2020,10,25,17
2e68c327c_2020-10-27_16,True,2e68c327c,2020,10,27,16
2e698d86c_2020-10-01_17,False,2e698d86c,2020,10,01,17
2e69e8f5c_2020-10-29_16,False,2e69e8f5c,2020,10,29,16
2e69e8864_2020-09-12_9,True,2e69e8864,2020,09,12,9
2e699353c_2020-11-07_12,True,2e699353c,2020,11,07,12
2e69c5e14_2020-10-31_18,True,2e69c5e14,2020,10,31,18
2e68e62f4_2020-09-30_2,False,2e68e62f4,2020,09,30,2
2e6992804_2020-10-26_16,True,2e6992804,2020,10,26,16
2e69eb26c_2020-09-24_17,True,2e69eb26c,2020,09,24,17
2e69e8dfc_2020-10-03_18,True,2e69e8dfc,2020,10,03,18
2e698fdcc_2020-09-03_7,True,2e698fdcc,2020,09,03,7
2e6993914_2020-10-26_17,True,2e6993914,2020,10,26,17
2e68e6564_2020-10-20_10,False,2e68e6564,2020,10,20,10
2e68e843c_2020-11-02_19,True,2e68e843c,2020,11,02,19
2e698fe74_2020-10-01_7,True,2e698fe74,2020,10,01,7
2e69eb7f4_2020-09-04_11,False,2e69eb7f4,2020,09,04,11
2e69e9474_2020-09-05_12,True,2e69e9474,2020,09,05,12
2e69e920c_2020-10-03_15,True,2e69e920c,2020,10,03,15
2e68e7af4_2020-10-29_16,True,2e68e7af4,2020,10,29,16
2e698c6dc_2020-11-06_18,True,2e698c6dc,2020,11,06,18
2e69eeebc_2020-10-17_14,True,2e69eeebc,2020,10,17,14
2e698c434_2020-11-05_18,True,2e698c434,2020,11,05,18
2e69c47dc_2020-09-14_17,False,2e69c47dc,2020,09,14,17
2e69e89b4_2020-10-31_14,False,2e69e89b4,2020,10,31,14
2e68e1354_2020-10-29_12,True,2e68e1354,2020,10,29,12
2e6994a64_2020-10-27_9,True,2e6994a64,2020,10,27,9
2e69e93ac_2020-11-21_19,True,2e69e93ac,2020,11,21,19
2e699ac84_2020-10-21_7,False,2e699ac84,2020,10,21,7
2e68e6254_2020-09-19_9,False,2e68e6254,2020,09,19,9
2e69e8b64_2020-10-02_13,False,2e69e8b64,2020,10,02,13
2e6992384_2020-09-01_12,False,2e6992384,2020,09,01,12
2e6994a9c_2020-11-08_16,True,2e6994a9c,2020,11,08,16
2e69e8864_2020-10-10_16,True,2e69e8864,2020,10,10,16
2e68e64c4_2020-09-07_14,False,2e68e64c4,2020,09,07,14
2e698e35c_2020-10-16_18,True,2e698e35c,2020,10,16,18
2e698c324_2020-10-31_12,True,2e698c324,2020,10,31,12
2e68e64cc_2020-09-13_6,False,2e68e64cc,2020,09,13,6
2e69894b4_2020-09-21_17,True,2e69894b4,2020,09,21,17
2e69eb604_2020-09-01_17,True,2e69eb604,2020,09,01,17
2e698fe5c_2020-11-13_16,True,2e698fe5c,2020,11,13,16
2e699a10c_2020-11-13_20,False,2e699a10c,2020,11,13,20
2e69e93ac_2020-11-13_20,True,2e69e93ac,2020,11,13,20
2e68e643c_2020-11-20_15,True,2e68e643c,2020,11,20,15
2e68dd604_2020-10-23_14,True,2e68dd604,2020,10,23,14
2e69eba64_2020-09-11_9,True,2e69eba64,2020,09,11,9
2e68e62fc_2020-10-05_9,False,2e68e62fc,2020,10,05,9
2e6992134_2020-11-18_11,False,2e6992134,2020,11,18,11
2e69e9384_2020-10-06_19,True,2e69e9384,2020,10,06,19
2e69e8dfc_2020-09-03_15,True,2e69e8dfc,2020,09,03,15
2e69ec7dc_2020-10-02_20,False,2e69ec7dc,2020,10,02,20
2e69c5dc4_2020-10-30_15,True,2e69c5dc4,2020,10,30,15
2e698d7a4_2020-11-07_13,True,2e698d7a4,2020,11,07,13
2e6992484_2020-10-17_14,True,2e6992484,2020,10,17,14
2e698c164_2020-11-13_21,False,2e698c164,2020,11,13,21
2e698fcb4_2020-11-13_20,False,2e698fcb4,2020,11,13,20
2e699249c_2020-09-25_18,True,2e699249c,2020,09,25,18
2e69925a4_2020-11-19_17,True,2e69925a4,2020,11,19,17
2e68e8744_2020-09-04_11,True,2e68e8744,2020,09,04,11
2e698e654_2020-09-01_5,True,2e698e654,2020,09,01,5
2e69e8844_2020-10-28_14,False,2e69e8844,2020,10,28,14
2e69e8864_2020-10-23_18,False,2e69e8864,2020,10,23,18
2e69c4894_2020-09-05_10,True,2e69c4894,2020,09,05,10
2e6992804_2020-10-25_14,True,2e6992804,2020,10,25,14
2e69c8a24_2020-11-14_8,True,2e69c8a24,2020,11,14,8
2e68e7c24_2020-09-05_21,False,2e68e7c24,2020,09,05,21
2e68e846c_2020-09-07_17,True,2e68e846c,2020,09,07,17
2e68e81a4_2020-09-05_14,True,2e68e81a4,2020,09,05,14
2e68e655c_2020-10-29_20,False,2e68e655c,2020,10,29,20
2e69ec11c_2020-11-02_6,False,2e69ec11c,2020,11,02,6
2e68e68fc_2020-10-31_14,True,2e68e68fc,2020,10,31,14
2e699ae5c_2020-11-02_5,True,2e699ae5c,2020,11,02,5
2e68e6234_2020-09-01_14,True,2e68e6234,2020,09,01,14
2e698d654_2020-10-27_14,True,2e698d654,2020,10,27,14
2e699353c_2020-10-12_21,True,2e699353c,2020,10,12,21
2e69e95cc_2020-10-27_15,True,2e69e95cc,2020,10,27,15
2e68e67dc_2020-10-02_17,True,2e68e67dc,2020,10,02,17
2e68e5f64_2020-10-03_15,True,2e68e5f64,2020,10,03,15
2e698de94_2020-10-21_20,True,2e698de94,2020,10,21,20
2e68e67c4_2020-09-02_12,False,2e68e67c4,2020,09,02,12
2e6993564_2020-10-22_7,True,2e6993564,2020,10,22,7
2e68e669c_2020-10-25_13,False,2e68e669c,2020,10,25,13
2e69e9244_2020-10-29_11,True,2e69e9244,2020,10,29,11
2e6994a24_2020-10-27_17,True,2e6994a24,2020,10,27,17
2e68e637c_2020-09-22_2,False,2e68e637c,2020,09,22,2
2e68e6434_2020-10-30_19,True,2e68e6434,2020,10,30,19
2e68e608c_2020-10-21_11,True,2e68e608c,2020,10,21,11
2e68c2a64_2020-09-01_17,True,2e68c2a64,2020,09,01,17
2e698fe1c_2020-10-30_9,False,2e698fe1c,2020,10,30,9
2e68e863c_2020-09-14_17,True,2e68e863c,2020,09,14,17
2e698fb1c_2020-10-28_19,True,2e698fb1c,2020,10,28,19
2e6992894_2020-11-03_10,False,2e6992894,2020,11,03,10
2e698dcdc_2020-11-12_18,False,2e698dcdc,2020,11,12,18
2e698c27c_2020-09-30_10,True,2e698c27c,2020,09,30,10
2e68e6bec_2020-10-29_14,True,2e68e6bec,2020,10,29,14
2e69c46ec_2020-10-30_18,False,2e69c46ec,2020,10,30,18
2e69c5fac_2020-10-31_17,True,2e69c5fac,2020,10,31,17
2e6993514_2020-10-21_16,True,2e6993514,2020,10,21,16
2e698dbbc_2020-09-05_1,True,2e698dbbc,2020,09,05,1
2e68e8ac4_2020-09-30_17,False,2e68e8ac4,2020,09,30,17
2e69e8dfc_2020-10-30_17,True,2e69e8dfc,2020,10,30,17
2e69ec7e4_2020-09-28_18,True,2e69ec7e4,2020,09,28,18
2e698cfc4_2020-10-22_17,True,2e698cfc4,2020,10,22,17
2e69e89b4_2020-10-22_17,False,2e69e89b4,2020,10,22,17
2e698ba2c_2020-10-28_20,True,2e698ba2c,2020,10,28,20
2e698d7ac_2020-10-20_15,True,2e698d7ac,2020,10,20,15
2e68ef524_2020-09-29_18,True,2e68ef524,2020,09,29,18
2e69e9444_2020-10-17_14,True,2e69e9444,2020,10,17,14
2e699288c_2020-10-27_9,False,2e699288c,2020,10,27,9
2e69eb06c_2020-11-20_12,True,2e69eb06c,2020,11,20,12
2e6992894_2020-11-16_8,True,2e6992894,2020,11,16,8
2e68e7cbc_2020-10-11_12,False,2e68e7cbc,2020,10,11,12
2e69e87dc_2020-09-28_16,False,2e69e87dc,2020,09,28,16
2e68e814c_2020-10-04_13,True,2e68e814c,2020,10,04,13
2e698df3c_2020-09-24_21,False,2e698df3c,2020,09,24,21
2e699288c_2020-10-20_7,True,2e699288c,2020,10,20,7
2e69ebd84_2020-10-14_11,False,2e69ebd84,2020,10,14,11
2e69ec804_2020-10-03_20,True,2e69ec804,2020,10,03,20
2e69e9264_2020-11-11_20,False,2e69e9264,2020,11,11,20
2e69e93a4_2020-10-06_9,False,2e69e93a4,2020,10,06,9
2e698c32c_2020-09-21_8,True,2e698c32c,2020,09,21,8
2e68e647c_2020-09-19_14,False,2e68e647c,2020,09,19,14
2e699ae7c_2020-10-14_7,False,2e699ae7c,2020,10,14,7
2e698d804_2020-11-02_19,True,2e698d804,2020,11,02,19
2e69c4edc_2020-11-10_19,False,2e69c4edc,2020,11,10,19
2e68e5d4c_2020-10-24_13,True,2e68e5d4c,2020,10,24,13
2e68e6424_2020-10-31_13,True,2e68e6424,2020,10,31,13
2e698e8c4_2020-11-01_12,True,2e698e8c4,2020,11,01,12
2e698b97c_2020-09-03_6,True,2e698b97c,2020,09,03,6
2e68e6524_2020-09-19_21,True,2e68e6524,2020,09,19,21
2e68e8c14_2020-11-07_17,True,2e68e8c14,2020,11,07,17
2e698f064_2020-09-05_10,True,2e698f064,2020,09,05,10
2e699278c_2020-11-03_16,True,2e699278c,2020,11,03,16
2e6992154_2020-10-24_11,True,2e6992154,2020,10,24,11
2e69f2cd4_2020-09-11_20,True,2e69f2cd4,2020,09,11,20
2e698e4a4_2020-11-16_6,False,2e698e4a4,2020,11,16,6
2e68e625c_2020-09-22_9,False,2e68e625c,2020,09,22,9
2e69eea54_2020-11-12_20,False,2e69eea54,2020,11,12,20
2e68e6324_2020-10-29_15,True,2e68e6324,2020,10,29,15
2e69eb264_2020-10-27_16,True,2e69eb264,2020,10,27,16
2e68e651c_2020-11-21_21,True,2e68e651c,2020,11,21,21
2e69ea664_2020-11-01_12,False,2e69ea664,2020,11,01,12
2e69928c4_2020-09-12_11,True,2e69928c4,2020,09,12,11
2e68e89ac_2020-09-09_18,False,2e68e89ac,2020,09,09,18
2e69eca6c_2020-10-20_16,True,2e69eca6c,2020,10,20,16
2e68e608c_2020-09-20_15,True,2e68e608c,2020,09,20,15
2e69eba8c_2020-11-13_7,False,2e69eba8c,2020,11,13,7
2e69e946c_2020-10-31_15,True,2e69e946c,2020,10,31,15
2e68e639c_2020-10-27_2,False,2e68e639c,2020,10,27,2
2e68c2a54_2020-10-29_6,False,2e68c2a54,2020,10,29,6
2e69c4894_2020-10-31_17,False,2e69c4894,2020,10,31,17
2e69ecaa4_2020-11-04_12,True,2e69ecaa4,2020,11,04,12
2e698df64_2020-11-09_8,False,2e698df64,2020,11,09,8
2e69851e4_2020-09-05_10,False,2e69851e4,2020,09,05,10
2e69e8ebc_2020-09-12_18,False,2e69e8ebc,2020,09,12,18
2e6994a24_2020-11-16_8,True,2e6994a24,2020,11,16,8
2e699ba7c_2020-09-24_3,True,2e699ba7c,2020,09,24,3
2e68e6944_2020-10-28_18,True,2e68e6944,2020,10,28,18
2e698d0fc_2020-10-07_18,True,2e698d0fc,2020,10,07,18
2e698d354_2020-10-02_14,True,2e698d354,2020,10,02,14
2e698c55c_2020-10-11_20,False,2e698c55c,2020,10,11,20
2e68e8474_2020-11-14_17,True,2e68e8474,2020,11,14,17
2e69eb26c_2020-09-02_17,True,2e69eb26c,2020,09,02,17
2e698df04_2020-11-16_19,False,2e698df04,2020,11,16,19
2e68e7c24_2020-09-01_15,False,2e68e7c24,2020,09,01,15
2e69c41c4_2020-10-30_15,True,2e69c41c4,2020,10,30,15
2e69ea7a4_2020-10-20_18,False,2e69ea7a4,2020,10,20,18
2e69e9264_2020-11-18_13,False,2e69e9264,2020,11,18,13
2e68e7a5c_2020-10-16_16,True,2e68e7a5c,2020,10,16,16
2e69e8ea4_2020-11-21_15,True,2e69e8ea4,2020,11,21,15
2e68e8ebc_2020-11-13_17,False,2e68e8ebc,2020,11,13,17
2e698d654_2020-10-06_17,True,2e698d654,2020,10,06,17
2e698c544_2020-09-25_17,True,2e698c544,2020,09,25,17
2e6a20c7c_2020-10-17_4,False,2e6a20c7c,2020,10,17,4
2e69901d4_2020-09-28_14,False,2e69901d4,2020,09,28,14
2e69e87d4_2020-09-26_17,True,2e69e87d4,2020,09,26,17
2e699a664_2020-10-23_19,False,2e699a664,2020,10,23,19
2e698c8cc_2020-11-10_8,False,2e698c8cc,2020,11,10,8
2e698b96c_2020-11-20_17,False,2e698b96c,2020,11,20,17
2e68e60b4_2020-10-23_16,True,2e68e60b4,2020,10,23,16
2e69ebdfc_2020-10-08_16,True,2e69ebdfc,2020,10,08,16
2e68e5dc4_2020-11-02_12,True,2e68e5dc4,2020,11,02,12
2e69e8e04_2020-10-25_16,False,2e69e8e04,2020,10,25,16
2e698d04c_2020-11-07_14,True,2e698d04c,2020,11,07,14
2e698e5a4_2020-10-27_19,False,2e698e5a4,2020,10,27,19
2e68e6b5c_2020-10-29_12,True,2e68e6b5c,2020,10,29,12
2e68e62f4_2020-11-01_6,False,2e68e62f4,2020,11,01,6
2e6992804_2020-10-04_10,False,2e6992804,2020,10,04,10
2e699a10c_2020-10-28_21,False,2e699a10c,2020,10,28,21
2e68e8f1c_2020-10-16_9,False,2e68e8f1c,2020,10,16,9
2e68e8bec_2020-09-15_18,True,2e68e8bec,2020,09,15,18
2e69e9384_2020-11-01_13,True,2e69e9384,2020,11,01,13
2e69f2cb4_2020-10-07_17,True,2e69f2cb4,2020,10,07,17
2e69ea514_2020-09-11_19,False,2e69ea514,2020,09,11,19
2e68e6284_2020-10-17_15,True,2e68e6284,2020,10,17,15
2e69ec3c4_2020-10-26_18,True,2e69ec3c4,2020,10,26,18
2e69eb7ec_2020-09-25_19,True,2e69eb7ec,2020,09,25,19
2e69e8b54_2020-10-04_17,True,2e69e8b54,2020,10,04,17
2e69ec984_2020-11-14_13,True,2e69ec984,2020,11,14,13
2e68e7cf4_2020-10-25_12,True,2e68e7cf4,2020,10,25,12
2e68e7fac_2020-11-06_20,True,2e68e7fac,2020,11,06,20
2e6985534_2020-10-01_0,True,2e6985534,2020,10,01,0
2e698e704_2020-10-23_17,False,2e698e704,2020,10,23,17
2e698e364_2020-09-25_9,True,2e698e364,2020,09,25,9
2e69c4ed4_2020-11-20_16,False,2e69c4ed4,2020,11,20,16
2e69e8e8c_2020-09-12_11,True,2e69e8e8c,2020,09,12,11
2e68e814c_2020-10-03_14,True,2e68e814c,2020,10,03,14
2e698dee4_2020-09-17_8,True,2e698dee4,2020,09,17,8
2e699287c_2020-09-01_18,True,2e699287c,2020,09,01,18
2e6992c5c_2020-11-07_11,False,2e6992c5c,2020,11,07,11
2e69c8af4_2020-09-29_13,False,2e69c8af4,2020,09,29,13
2e6984c8c_2020-11-01_15,True,2e6984c8c,2020,11,01,15
2e68e845c_2020-10-26_18,True,2e68e845c,2020,10,26,18
2e699288c_2020-10-10_14,True,2e699288c,2020,10,10,14
2e68e5cf4_2020-11-18_9,True,2e68e5cf4,2020,11,18,9
2e6992894_2020-09-22_18,False,2e6992894,2020,09,22,18
2e69e93a4_2020-09-05_15,True,2e69e93a4,2020,09,05,15
2e698ce34_2020-11-10_19,False,2e698ce34,2020,11,10,19
2e68e6d14_2020-10-30_21,True,2e68e6d14,2020,10,30,21
2e69e884c_2020-10-28_11,True,2e69e884c,2020,10,28,11
2e698e7e4_2020-09-11_14,True,2e698e7e4,2020,09,11,14
2e698cff4_2020-10-17_16,True,2e698cff4,2020,10,17,16
2e698bb94_2020-11-22_13,False,2e698bb94,2020,11,22,13
2e6992c7c_2020-10-03_11,True,2e6992c7c,2020,10,03,11
2e68e8f1c_2020-11-11_8,True,2e68e8f1c,2020,11,11,8
2e69c48dc_2020-10-04_20,True,2e69c48dc,2020,10,04,20
2e68e1494_2020-10-04_15,True,2e68e1494,2020,10,04,15
2e698df3c_2020-09-08_11,True,2e698df3c,2020,09,08,11
2e69c4ea4_2020-09-26_11,True,2e69c4ea4,2020,09,26,11
2e699aefc_2020-11-14_19,True,2e699aefc,2020,11,14,19
2e698c164_2020-10-06_9,True,2e698c164,2020,10,06,9
2e698d86c_2020-10-11_17,True,2e698d86c,2020,10,11,17
2e6992bd4_2020-10-24_15,True,2e6992bd4,2020,10,24,15
2e68e62fc_2020-09-09_21,False,2e68e62fc,2020,09,09,21
2e68e6b8c_2020-11-21_12,False,2e68e6b8c,2020,11,21,12
2e698d7ec_2020-10-04_17,False,2e698d7ec,2020,10,04,17
2e69c8af4_2020-11-07_17,True,2e69c8af4,2020,11,07,17
2e68e624c_2020-09-22_2,False,2e68e624c,2020,09,22,2
2e69924a4_2020-10-13_17,True,2e69924a4,2020,10,13,17
2e68e6b8c_2020-11-14_18,True,2e68e6b8c,2020,11,14,18
2e69c8954_2020-11-22_18,True,2e69c8954,2020,11,22,18
2e698c6cc_2020-10-27_20,True,2e698c6cc,2020,10,27,20
2e69ebd8c_2020-09-04_14,False,2e69ebd8c,2020,09,04,14
2e698953c_2020-11-07_12,True,2e698953c,2020,11,07,12
2e6994a14_2020-10-26_16,True,2e6994a14,2020,10,26,16
2e69c4144_2020-10-26_10,True,2e69c4144,2020,10,26,10
2e6993544_2020-10-10_13,True,2e6993544,2020,10,10,13
2e6994a9c_2020-11-04_9,True,2e6994a9c,2020,11,04,9
2e69e8874_2020-10-18_20,True,2e69e8874,2020,10,18,20
2e68e6e04_2020-11-21_11,True,2e68e6e04,2020,11,21,11
2e698dcc4_2020-11-02_18,True,2e698dcc4,2020,11,02,18
2e68ef554_2020-10-10_12,True,2e68ef554,2020,10,10,12
2e69e9594_2020-11-14_18,True,2e69e9594,2020,11,14,18
2e698d204_2020-11-12_9,False,2e698d204,2020,11,12,9
2e6992af4_2020-10-17_12,True,2e6992af4,2020,10,17,12
2e69c5b74_2020-10-20_10,True,2e69c5b74,2020,10,20,10
2e698d4d4_2020-10-24_12,True,2e698d4d4,2020,10,24,12
2e69ee5a4_2020-10-27_10,False,2e69ee5a4,2020,10,27,10
2e699355c_2020-11-22_9,True,2e699355c,2020,11,22,9
2e68e6074_2020-10-23_7,True,2e68e6074,2020,10,23,7
2e69ef474_2020-11-16_17,True,2e69ef474,2020,11,16,17
2e698c42c_2020-11-21_11,True,2e698c42c,2020,11,21,11
2e698542c_2020-10-26_19,True,2e698542c,2020,10,26,19
2e699a14c_2020-11-05_20,False,2e699a14c,2020,11,05,20
2e68e8cc4_2020-10-26_13,False,2e68e8cc4,2020,10,26,13
2e698d7ac_2020-11-02_17,False,2e698d7ac,2020,11,02,17
2e69eb9dc_2020-09-24_9,True,2e69eb9dc,2020,09,24,9
2e69eca9c_2020-11-06_21,True,2e69eca9c,2020,11,06,21
2e698c55c_2020-09-27_10,False,2e698c55c,2020,09,27,10
2e69e93b4_2020-10-24_12,True,2e69e93b4,2020,10,24,12
2e68e66ac_2020-10-31_8,True,2e68e66ac,2020,10,31,8
2e69e9384_2020-09-22_19,True,2e69e9384,2020,09,22,19
2e698e364_2020-10-27_17,True,2e698e364,2020,10,27,17
2e6992154_2020-11-13_16,True,2e6992154,2020,11,13,16
2e698c42c_2020-10-03_14,True,2e698c42c,2020,10,03,14
2e69e9264_2020-10-24_13,True,2e69e9264,2020,10,24,13
2e698c34c_2020-11-05_18,True,2e698c34c,2020,11,05,18
2e698c324_2020-10-20_16,True,2e698c324,2020,10,20,16
2e698c33c_2020-10-18_13,True,2e698c33c,2020,10,18,13
2e68e64c4_2020-10-08_22,False,2e68e64c4,2020,10,08,22
2e69c48c4_2020-09-18_14,True,2e69c48c4,2020,09,18,14
2e698e7ac_2020-11-09_17,True,2e698e7ac,2020,11,09,17
2e69ebbb4_2020-11-18_14,True,2e69ebbb4,2020,11,18,14
2e6994a64_2020-10-12_12,True,2e6994a64,2020,10,12,12
2e68e6e1c_2020-09-12_21,True,2e68e6e1c,2020,09,12,21
2e69920b4_2020-10-20_11,True,2e69920b4,2020,10,20,11
2e68e87d4_2020-10-31_10,False,2e68e87d4,2020,10,31,10
2e69e920c_2020-11-09_9,True,2e69e920c,2020,11,09,9
2e698c284_2020-11-14_12,True,2e698c284,2020,11,14,12
2e69eca8c_2020-10-26_16,True,2e69eca8c,2020,10,26,16
2e69e926c_2020-10-24_17,True,2e69e926c,2020,10,24,17
2e69c4834_2020-10-11_20,True,2e69c4834,2020,10,11,20
2e68e7c24_2020-10-21_18,False,2e68e7c24,2020,10,21,18
2e699a694_2020-11-05_17,True,2e699a694,2020,11,05,17
2e69ef49c_2020-10-29_18,False,2e69ef49c,2020,10,29,18
2e68e721c_2020-10-29_13,True,2e68e721c,2020,10,29,13
2e68e87f4_2020-09-18_12,False,2e68e87f4,2020,09,18,12
2e69851dc_2020-09-16_15,False,2e69851dc,2020,09,16,15
2e698e5a4_2020-09-03_18,True,2e698e5a4,2020,09,03,18
2e69e8e94_2020-10-25_17,False,2e69e8e94,2020,10,25,17
2e69e9444_2020-09-25_17,True,2e69e9444,2020,09,25,17
